model,date,episode,time,reward,avg_reward,n_params
coordconvnet,2021-12-14--20:26:36,0,1.729318380355835,-18.06363636363622,-18.06363636363622,104027
coordconvnet,2021-12-14--20:26:36,1,3.3868117332458496,-22.205732484076403,-20.134684423856314,104027
coordconvnet,2021-12-14--20:26:36,2,5.036434173583984,-18.054716981131836,-19.441361942948152,104027
coordconvnet,2021-12-14--20:26:36,3,6.7486090660095215,-14.814814814814662,-18.284725160914782,104027
coordconvnet,2021-12-14--20:26:36,4,8.484615564346313,-17.960627177700207,-18.219905564271865,104027
coordconvnet,2021-12-14--20:26:36,5,10.175343990325928,-17.97449664429506,-18.179004077609065,104027
coordconvnet,2021-12-14--20:26:36,6,11.669889450073242,-17.975609756097548,-18.149947745964564,104027
coordconvnet,2021-12-14--20:26:36,7,13.324018239974976,-17.911111111111047,-18.120093166607873,104027
coordconvnet,2021-12-14--20:26:36,8,14.57330870628357,-17.94444444444425,-18.100576641923027,104027
coordconvnet,2021-12-14--20:26:36,9,16.058815717697144,-18.09131832797417,-18.09965081052814,104027
coordconvnet,2021-12-14--20:26:36,10,17.742855072021484,-5.660377358490426,-16.968807769433802,104027
coordconvnet,2021-12-14--20:26:36,11,19.536397457122803,2.272727272727537,-15.365346515920358,104027
coordconvnet,2021-12-14--20:26:36,12,21.165186643600464,-20.86588628762533,-15.788464959897663,104027
coordconvnet,2021-12-14--20:26:36,13,22.99042820930481,-6.451612903225763,-15.12154695584967,104027
coordconvnet,2021-12-14--20:26:36,14,24.771021842956543,-15.032679738561884,-15.115622474697151,104027
coordconvnet,2021-12-14--20:26:36,15,26.436652183532715,-17.90922509225085,-15.290222638294257,104027
coordconvnet,2021-12-14--20:26:36,16,28.245097637176514,-17.954838709677233,-15.446964760140315,104027
coordconvnet,2021-12-14--20:26:36,17,36.69012665748596,-17.957664233576594,-15.586448064220109,104027
coordconvnet,2021-12-14--20:26:36,18,38.11615800857544,-18.077076411959936,-15.71753376673273,104027
coordconvnet,2021-12-14--20:26:36,19,39.964104890823364,-14.75409836065556,-15.669361996428872,104027
coordconvnet,2021-12-14--20:26:36,20,41.687360763549805,-17.96148409893982,-15.778510667977013,104027
coordconvnet,2021-12-14--20:26:36,21,43.371768951416016,-20.39230769230759,-15.988228714537495,104027
coordconvnet,2021-12-14--20:26:36,22,45.00748348236084,-20.56588628762531,-16.187257304671746,104027
coordconvnet,2021-12-14--20:26:36,23,46.7422308921814,8.614232209737937,-15.153861908238008,104027
coordconvnet,2021-12-14--20:26:36,24,48.377578020095825,-18.03505154639152,-15.26910949376415,104027
coordconvnet,2021-12-14--20:26:36,25,50.008864402770996,-17.995053003533325,-15.373953474909117,104027
coordconvnet,2021-12-14--20:26:36,26,51.65752553939819,-17.994117647058758,-15.47099659239614,104027
coordconvnet,2021-12-14--20:26:36,27,53.400678396224976,-18.014084507042,-15.56182116077635,104027
coordconvnet,2021-12-14--20:26:36,28,54.88216781616211,-17.840522875816973,-15.640397081984649,104027
coordconvnet,2021-12-14--20:26:36,29,56.433783531188965,-17.892307692307675,-15.715460768995417,104027
coordconvnet,2021-12-14--20:26:36,30,58.15550780296326,-22.65753424657528,-15.939398623110895,104027
coordconvnet,2021-12-14--20:26:36,31,59.887887716293335,-18.07006802721078,-16.005982041989014,104027
coordconvnet,2021-12-14--20:26:36,32,61.47329330444336,-17.97801418439709,-16.065740591758956,104027
coordconvnet,2021-12-14--20:26:36,33,63.13723611831665,-19.148909657320807,-16.156422034863716,104027
coordconvnet,2021-12-14--20:26:36,34,71.72345924377441,-10.344827586206716,-15.990376479187804,104027
coordconvnet,2021-12-14--20:26:36,35,73.5181188583374,-2.2556390977441625,-15.608855996369925,104027
coordconvnet,2021-12-14--20:26:36,36,75.2343533039093,-4.3824701195216225,-15.305440161860512,104027
coordconvnet,2021-12-14--20:26:36,37,76.7823703289032,-17.834482758620588,-15.371993914406827,104027
coordconvnet,2021-12-14--20:26:36,38,78.54846143722534,-15.708812260536094,-15.380630282256297,104027
coordconvnet,2021-12-14--20:26:36,39,80.26874685287476,-17.9526315789471,-15.44493031467357,104027
coordconvnet,2021-12-14--20:26:36,40,81.86332297325134,-18.096091205211636,-15.509592775418403,104027
coordconvnet,2021-12-14--20:26:36,41,83.56817102432251,-18.03876221498364,-15.56981109540805,104027
coordconvnet,2021-12-14--20:26:36,42,85.27681136131287,-18.084126984126954,-15.628283557936399,104027
coordconvnet,2021-12-14--20:26:36,43,86.888263463974,-17.91355932203385,-15.680221643484067,104027
coordconvnet,2021-12-14--20:26:36,44,88.67149591445923,-12.727272727272476,-15.614600556457145,104027
coordconvnet,2021-12-14--20:26:36,45,90.30898904800415,-18.647540983606444,-15.680534044003867,104027
coordconvnet,2021-12-14--20:26:36,46,91.97152972221375,-18.021404682274195,-15.73033980226494,104027
coordconvnet,2021-12-14--20:26:36,47,93.72499132156372,0.38610038610070985,-15.394580631673984,104027
coordconvnet,2021-12-14--20:26:36,48,95.50165915489197,-15.129151291512601,-15.389163706364569,104027
coordconvnet,2021-12-14--20:26:36,49,97.19984483718872,-17.941791044775858,-15.440216253132794,104027
coordconvnet,2021-12-14--20:26:36,50,98.76343655586243,-17.958064516128943,-15.489585826917033,104027
coordconvnet,2021-12-14--20:26:36,51,107.25820922851562,-18.447540983606437,-15.54646957993029,104027
coordconvnet,2021-12-14--20:26:36,52,108.73023056983948,-17.986092715231617,-15.592500205124656,104027
coordconvnet,2021-12-14--20:26:36,53,110.32049465179443,-17.977464788732263,-15.636666215932204,104027
coordconvnet,2021-12-14--20:26:36,54,111.82882738113403,-17.907936507936498,-15.67796203942319,104027
coordconvnet,2021-12-14--20:26:36,55,113.59104514122009,2.272727272727381,-15.357414015991932,104027
coordconvnet,2021-12-14--20:26:36,56,115.18577599525452,-26.14277620396607,-15.546630896482705,104027
coordconvnet,2021-12-14--20:26:36,57,116.91672587394714,-17.941791044775847,-15.587926761108449,104027
coordconvnet,2021-12-14--20:26:36,58,118.47429776191711,-17.984520123838962,-15.628546987595406,104027
coordconvnet,2021-12-14--20:26:36,59,120.09907507896423,-17.986206896551497,-15.667841319411341,104027
coordconvnet,2021-12-14--20:26:36,60,121.81143689155579,-28.51343283582093,-15.878424786893465,104027
coordconvnet,2021-12-14--20:26:36,61,123.53843092918396,-23.89096209912538,-16.0076592596714,104027
coordconvnet,2021-12-14--20:26:36,62,125.10950303077698,-17.95481727574748,-16.038566529767845,104027
coordconvnet,2021-12-14--20:26:36,63,126.77240705490112,-17.973426573426508,-16.068798717950013,104027
coordconvnet,2021-12-14--20:26:36,64,128.53078699111938,-18.070068027210823,-16.099587476554028,104027
coordconvnet,2021-12-14--20:26:36,65,130.27938318252563,-17.954716981131806,-16.127695499350658,104027
coordconvnet,2021-12-14--20:26:36,66,131.79448199272156,-17.99850746268646,-16.155618065967612,104027
coordconvnet,2021-12-14--20:26:36,67,133.43508100509644,-20.890575916230357,-16.22524979905971,104027
