model,date,episode,time,reward,avg_reward,n_params
coordconvnet,2021-12-14--15:37:47,0,2.385594367980957,4.247104247104586,4.247104247104586,104027
coordconvnet,2021-12-14--15:37:47,1,4.136390209197998,-17.933085501858685,-6.842990627377049,104027
coordconvnet,2021-12-14--15:37:47,2,5.676778078079224,-18.0245614035087,-10.570180886087599,104027
coordconvnet,2021-12-14--15:37:47,3,7.2144153118133545,-18.07588424437291,-12.446606725658928,104027
coordconvnet,2021-12-14--15:37:47,4,8.824767827987671,-17.894117647058742,-13.53610890993889,104027
coordconvnet,2021-12-14--15:37:47,5,10.376857042312622,-17.9833333333331,-14.27731298050459,104027
coordconvnet,2021-12-14--15:37:47,6,12.106752157211304,7.526881720430458,-11.162428023228156,104027
coordconvnet,2021-12-14--15:37:47,7,13.843967914581299,2.836879432624176,-9.412514591246616,104027
coordconvnet,2021-12-14--15:37:47,8,15.494536399841309,-17.911111111111033,-10.356803093453774,104027
coordconvnet,2021-12-14--15:37:47,9,17.120784282684326,-18.021404682274166,-11.123263252335814,104027
coordconvnet,2021-12-14--15:37:47,10,18.63561701774597,-18.042857142856924,-11.752317242383187,104027
coordconvnet,2021-12-14--15:37:47,11,20.23569416999817,-17.97588424437296,-12.270947825882336,104027
coordconvnet,2021-12-14--15:37:47,12,21.85876178741455,-17.956338028168787,-12.708285533750523,104027
coordconvnet,2021-12-14--15:37:47,13,23.513359785079956,-11.290322580645013,-12.607002465671558,104027
coordconvnet,2021-12-14--15:37:47,14,25.070801496505737,-20.460058309037834,-13.130539521895976,104027
coordconvnet,2021-12-14--15:37:47,15,26.6458740234375,-17.92592592592586,-13.430251172147845,104027
coordconvnet,2021-12-14--15:37:47,16,28.402679204940796,-18.018518518518455,-13.700149251346115,104027
coordconvnet,2021-12-14--15:37:47,17,36.83623790740967,-17.975675675675408,-13.937678497142187,104027
coordconvnet,2021-12-14--15:37:47,18,38.49822545051575,-18.042105263157854,-14.153700958511434,104027
coordconvnet,2021-12-14--15:37:47,19,40.308982610702515,-2.280130293159597,-13.56002242524384,104027
coordconvnet,2021-12-14--15:37:47,20,41.89488101005554,-18.098765432098645,-13.776153044617878,104027
coordconvnet,2021-12-14--15:37:47,21,43.71220898628235,-2.5270758122742984,-13.264831352238623,104027
coordconvnet,2021-12-14--15:37:47,22,45.24686026573181,-17.932432432432414,-13.467770529638353,104027
coordconvnet,2021-12-14--15:37:47,23,46.899219274520874,-17.97567567567563,-13.65559991072324,104027
coordconvnet,2021-12-14--15:37:47,24,48.574100732803345,-20.87142857142853,-13.94423305715145,104027
coordconvnet,2021-12-14--15:37:47,25,50.00681018829346,10.261660079051381,-13.013237167297497,104027
coordconvnet,2021-12-14--15:37:47,26,51.48637557029724,-17.910810810810737,-13.194628783723912,104027
coordconvnet,2021-12-14--15:37:47,27,52.72477841377258,-17.924324324324143,-13.363546481602492,104027
coordconvnet,2021-12-14--15:37:47,28,54.33164381980896,-17.954054054053895,-13.521839846169781,104027
coordconvnet,2021-12-14--15:37:47,29,55.62965679168701,-17.962711864406597,-13.66986891344434,104027
coordconvnet,2021-12-14--15:37:47,30,57.35880732536316,13.72549019607824,-12.786147651846838,104027
coordconvnet,2021-12-14--15:37:47,31,59.22575759887695,-11.475409836065442,-12.74518709510367,104027
coordconvnet,2021-12-14--15:37:47,32,60.705137968063354,-18.083870967741902,-12.906965394274525,104027
coordconvnet,2021-12-14--15:37:47,33,62.111926555633545,-17.890962099125314,-13.05355353265249,104027
coordconvnet,2021-12-14--15:37:47,34,63.912665605545044,-11.184210526315672,-13.000143732471438,104027
coordconvnet,2021-12-14--15:37:47,35,72.15553140640259,-17.907936507936462,-13.136471309567689,104027
coordconvnet,2021-12-14--15:37:47,36,73.74956607818604,-17.807299270072757,-13.262709903094853,104027
coordconvnet,2021-12-14--15:37:47,37,75.52015995979309,0.3460207612457622,-12.904585411927995,104027
coordconvnet,2021-12-14--15:37:47,38,77.10799932479858,-17.932558139534812,-13.03350778955894,104027
coordconvnet,2021-12-14--15:37:47,39,78.97962951660156,8.196721311475768,-12.502752062033071,104027
coordconvnet,2021-12-14--15:37:47,40,80.53796935081482,-17.958064516128815,-12.635808463352479,104027
coordconvnet,2021-12-14--15:37:47,41,82.22274136543274,-18.079746835442954,-12.765426043640348,104027
coordconvnet,2021-12-14--15:37:47,42,83.95335221290588,-18.033898305084584,-12.887948654371609,104027
coordconvnet,2021-12-14--15:37:47,43,85.50141167640686,-17.921019108280163,-13.002336619233166,104027
coordconvnet,2021-12-14--15:37:47,44,86.98128771781921,-21.619943019942962,-13.193838983693384,104027
coordconvnet,2021-12-14--15:37:47,45,88.65300416946411,-18.044947735191485,-13.299297869595517,104027
coordconvnet,2021-12-14--15:37:47,46,90.48214864730835,-20.26578073089694,-13.447520909197674,104027
coordconvnet,2021-12-14--15:37:47,47,92.0846037864685,-17.99292929292924,-13.542216917192084,104027
coordconvnet,2021-12-14--15:37:47,48,93.77428603172302,-17.844947735191408,-13.630027750212479,104027
coordconvnet,2021-12-14--15:37:47,49,95.28184008598328,-18.064935064935007,-13.718725896506928,104027
coordconvnet,2021-12-14--15:37:47,50,97.01153492927551,13.207547169811669,-13.190759757951662,104027
coordconvnet,2021-12-14--15:37:47,51,98.69500088691711,-17.829268292682755,-13.279961845158029,104027
coordconvnet,2021-12-14--15:37:47,52,107.06071782112122,-17.9350515463915,-13.367793726313378,104027
coordconvnet,2021-12-14--15:37:47,53,108.81617045402527,-17.602996254681358,-13.446223402764636,104027
coordconvnet,2021-12-14--15:37:47,54,110.41428565979004,-17.83883495145612,-13.526089067286298,104027
coordconvnet,2021-12-14--15:37:47,55,112.19572949409485,-17.980419580419298,-13.605630683592247,104027
coordconvnet,2021-12-14--15:37:47,56,113.39686608314514,10.61418439716315,-13.180721647087765,104027
coordconvnet,2021-12-14--15:37:47,57,115.13378977775574,-17.96148409893977,-13.2631485859128,104027
coordconvnet,2021-12-14--15:37:47,58,116.8905599117279,-17.87543252595132,-13.34132288998125,104027
coordconvnet,2021-12-14--15:37:47,59,118.52533316612244,-18.071428571428353,-13.420157984672034,104027
coordconvnet,2021-12-14--15:37:47,60,120.330406665802,-14.089347079037504,-13.431128297694418,104027
coordconvnet,2021-12-14--15:37:47,61,122.12973237037659,-17.863309352517803,-13.502615088901246,104027
coordconvnet,2021-12-14--15:37:47,62,123.94067096710205,-16.666666666666377,-13.552838129818154,104027
coordconvnet,2021-12-14--15:37:47,63,125.50873470306396,-17.94061433447083,-13.621397133015854,104027
coordconvnet,2021-12-14--15:37:47,64,127.03977704048157,10.319847328244277,-13.253070295150314,104027
coordconvnet,2021-12-14--15:37:47,65,128.49651169776917,-18.043060498220417,-13.32564590428774,104027
coordconvnet,2021-12-14--15:37:47,66,130.1792917251587,-18.009225092250656,-13.395550071272261,104027
coordconvnet,2021-12-14--15:37:47,67,131.31396508216858,13.924999999999828,-12.993777276106494,104027
coordconvnet,2021-12-14--15:37:47,68,133.038720369339,-17.944947735191523,-13.065533369716421,104027
coordconvnet,2021-12-14--15:37:47,69,134.78412866592407,-17.812883435582787,-13.133352656371654,104027
coordconvnet,2021-12-14--15:37:47,70,143.25896644592285,-17.941610738254987,-13.201074601186914,104027
coordconvnet,2021-12-14--15:37:47,71,144.95948100090027,-18.065886287625368,-13.268641430165225,104027
coordconvnet,2021-12-14--15:37:47,72,146.01497435569763,-18.026315789473564,-13.333815051525614,104027
coordconvnet,2021-12-14--15:37:47,73,147.86055970191956,1.7543859649125069,-13.129920443195369,104027
coordconvnet,2021-12-14--15:37:47,74,149.14068698883057,-17.869230769230743,-13.193111247542506,104027
coordconvnet,2021-12-14--15:37:47,75,150.94853973388672,-3.4482758620687672,-13.064889729312588,104027
coordconvnet,2021-12-14--15:37:47,76,152.54194140434265,-18.09411764705879,-13.130204377595005,104027
coordconvnet,2021-12-14--15:37:47,77,154.19576263427734,-17.875675675675645,-13.191043753211424,104027
coordconvnet,2021-12-14--15:37:47,78,155.82846689224243,-17.883333333333283,-13.250439823845877,104027
coordconvnet,2021-12-14--15:37:47,79,157.629798412323,-9.747292418772492,-13.206650481282463,104027
coordconvnet,2021-12-14--15:37:47,80,159.16476583480835,-17.997435897435793,-13.265795980247319,104027
coordconvnet,2021-12-14--15:37:47,81,161.0323462486267,-16.981132075471464,-13.311104957018342,104027
coordconvnet,2021-12-14--15:37:47,82,162.6734254360199,-18.09936908517342,-13.368794886273225,104027
coordconvnet,2021-12-14--15:37:47,83,164.19086265563965,-17.907903780068654,-13.422831896913646,104027
coordconvnet,2021-12-14--15:37:47,84,165.74988412857056,-17.984520123838927,-13.476498817230413,104027
coordconvnet,2021-12-14--15:37:47,85,167.41727113723755,-17.987725631768694,-13.528954942980857,104027
coordconvnet,2021-12-14--15:37:47,86,169.0883810520172,-18.06045016077153,-13.581041094909486,104027
coordconvnet,2021-12-14--15:37:47,87,170.80699491500854,-18.076923076922988,-13.632130662886915,104027
coordconvnet,2021-12-14--15:37:47,88,179.57266998291016,-14.089347079037669,-13.637267925989734,104027
coordconvnet,2021-12-14--15:37:47,89,181.15884828567505,-17.93243243243228,-13.684991976061317,104027
coordconvnet,2021-12-14--15:37:47,90,182.81592845916748,-17.823809523809405,-13.730473487575033,104027
coordconvnet,2021-12-14--15:37:47,91,184.52802228927612,-17.97746478873219,-13.776636436500654,104027
coordconvnet,2021-12-14--15:37:47,92,185.82308101654053,-18.00546075085306,-13.822107665687238,104027
coordconvnet,2021-12-14--15:37:47,93,187.44379830360413,-18.002930402930218,-13.866584503317481,104027
coordconvnet,2021-12-14--15:37:47,94,189.10772395133972,-18.092929292929124,-13.91107234320813,104027
coordconvnet,2021-12-14--15:37:47,95,190.99732279777527,-0.9900990099009178,-13.776478870986182,104027
coordconvnet,2021-12-14--15:37:47,96,192.87602400779724,3.678929765886327,-13.596526204626672,104027
coordconvnet,2021-12-14--15:37:47,97,194.5367181301117,-17.921052631578835,-13.640654025309855,104027
coordconvnet,2021-12-14--15:37:47,98,196.18943643569946,-21.362750716332325,-13.718655001986852,104027
coordconvnet,2021-12-14--15:37:47,99,197.66396570205688,-18.03846153846142,-13.761853067351597,104027
coordconvnet,2021-12-14--15:37:47,100,199.24090242385864,-17.985906040268222,-13.984183170225323,104027
coordconvnet,2021-12-14--15:37:47,101,201.0881848335266,-18.099999999999756,-13.985852315206737,104027
coordconvnet,2021-12-14--15:37:47,102,202.5308918952942,-18.079522184300142,-13.98640192301465,104027
coordconvnet,2021-12-14--15:37:47,103,204.21765208244324,-18.097833935017807,-13.9866214199211,104027
coordconvnet,2021-12-14--15:37:47,104,205.73645734786987,-18.08609271523157,-13.98854117060283,104027
coordconvnet,2021-12-14--15:37:47,105,207.4582507610321,-18.09273927392721,-13.989635230008771,104027
